-85	55	242831760	501	55.744003	121.32959501	31.13399345	-5.46044921875
-104	36	2147483647	415	55.744003	121.32959501	31.13399345	-5.46044921875
-86	54	242831760	501	55.744003	121.32959501	31.13399345	-5.46044921875
-96	44	2147483647	502	55.744003	121.32959501	31.13399345	-5.46044921875
-86	54	242831760	501	55.744003	121.32959501	31.13399345	-5.46044921875
-88	54	2143325235	0	2	214214124	214124124	1230123
-96	44	2147483647	502	55.744003	121.32959501	31.13399345	-5.46044921875
-100	40	2147483647	327	55.744003	121.32959501	31.13399345	-5.46044921875
-86	54	242831760	501	55.744003	121.32959501	31.13399345	-5.46044921875
-95	45	2147483647	502	55.744003	121.32959501	31.13399345	-5.46044921875
-103	37	2147483647	327	55.744003	121.32959501	31.13399345	-5.46044921875
-86	54	242831760	501	55.744003	121.32959501	31.13399345	-5.46044921875
-95	45	2147483647	502	55.744003	121.32959501	31.13399345	-5.46044921875
-85	55	242831760	501	55.744003	121.32959501	31.13399345	-5.46044921875
-91	49	2147483647	502	55.744003	121.32959501	31.13399345	-5.46044921875
-108	32	2147483647	106	55.744003	121.32959501	31.13399345	-5.46044921875
-117	23	2147483647	105	55.744003	121.32959501	31.13399345	-5.46044921875
-85	55	242831760	501	55.744003	121.32959501	31.13399345	-5.46044921875
-93	47	2147483647	502	55.744003	121.32959501	31.13399345	-5.46044921875
-87	53	242831760	501	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-95	45	2147483647	502	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-87	53	242831760	501	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-95	45	2147483647	502	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-87	53	242831760	501	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-95	45	2147483647	502	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-87	53	242831760	501	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-95	45	2147483647	502	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-87	53	242831760	501	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-95	45	2147483647	502	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-87	53	242831760	501	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-95	45	2147483647	502	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-87	53	242831760	501	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-95	45	2147483647	502	68.608	121.3294243812561	31.13428294658661	51.35980224609375
-87	53	242831760	501	57.888	121.32940551	31.13430318	45.37823486328125
-95	45	2147483647	502	57.888	121.32940551	31.13430318	45.37823486328125
-87	53	242831760	501	57.888	121.32940551	31.13430318	45.37823486328125
-95	45	2147483647	502	57.888	121.32940551	31.13430318	45.37823486328125
-87	53	242831760	501	57.888	121.32940551	31.13430318	45.37823486328125
-95	45	2147483647	502	57.888	121.32940551	31.13430318	45.37823486328125
-87	53	242831760	501	57.888	121.32940551	31.13430318	45.37823486328125
-95	45	2147483647	502	57.888	121.32940551	31.13430318	45.37823486328125
-87	53	242831760	501	57.888	121.32940551	31.13430318	45.37823486328125
-95	45	2147483647	502	57.888	121.32940551	31.13430318	45.37823486328125
-87	53	242831760	501	57.888	121.32940551	31.13430318	45.37823486328125
-95	45	2147483647	502	57.888	121.32940551	31.13430318	45.37823486328125
-87	53	242831760	501	57.888	121.32940551	31.13430318	45.37823486328125
-95	45	2147483647	502	57.888	121.32940551	31.13430318	45.37823486328125
-86	54	242831760	501	57.888	121.32940551	31.13430318	45.37823486328125
-88	52	2147483647	502	57.888	121.32940551	31.13430318	45.37823486328125
-86	54	242831760	501	57.888	121.32940551	31.13430318	45.37823486328125
-89	51	2147483647	502	57.888	121.32940551	31.13430318	45.37823486328125
-93	47	2147483647	415	57.888	121.32940551	31.13430318	45.37823486328125
-80	60	242831760	501	63.248	121.32935464382172	31.134320497512817	25.3251953125
-91	49	2147483647	502	63.248	121.32935464382172	31.134320497512817	25.3251953125
-92	48	2147483647	415	63.248	121.32935464382172	31.134320497512817	25.3251953125
-80	60	242831760	501	63.248	121.32935464382172	31.134320497512817	25.3251953125
-91	49	2147483647	502	63.248	121.32935464382172	31.134320497512817	25.3251953125
-92	48	2147483647	415	63.248	121.32935464382172	31.134320497512817	25.3251953125
-80	60	242831760	501	43.952	121.32938034	31.13429713	22.067626953125
-91	49	2147483647	502	43.952	121.32938034	31.13429713	22.067626953125
-92	48	2147483647	415	43.952	121.32938034	31.13429713	22.067626953125
-80	60	242831760	501	43.952	121.32938034	31.13429713	22.067626953125
